_unit_id,_created_at,_id,_started_at,_tainted,_channel,_trust,_worker_id,_country,_region,_city,_ip,annotation,reasons,annotation_gold,date,id,reasons_gold,timestamp,url
1231308806,5/10/2017 14:05:37,2545308277,5/10/2017 13:24:22,false,imerit_india,1.0,35623039,IND,28,Kolkata,115.248.218.229,"{""url"":""https://s3.amazonaws.com/pichost/construe/1012011/35623039/u0054193215038240069072200201043222044083079108003234199065138102154067026154119080004022076219016.png""}",,,4/27/17,2141494,,18:03:42,https://s3-us-west-2.amazonaws.com/labeled-data/TRI_ANN/batch_000001/2141494.png
1231308807,5/5/2017 10:34:59,2535823135,5/5/2017 09:31:39,false,imerit_india,1.0,38937119,IND,28,Kolkata,14.140.183.2,"{""url"":""https://s3.amazonaws.com/pichost/construe/1012011/38937119/u0033087165004182050208151225132164101125149035167015079038107100151239225153099052066227080007143.png""}",,,4/27/17,2141627,,18:03:42,https://s3-us-west-2.amazonaws.com/labeled-data/TRI_ANN/batch_000001/2141627.png
1231308808,5/10/2017 02:53:26,2544656747,5/10/2017 01:56:38,false,imerit_india,1,20798463,IND,28,Kolkata,118.102.244.250,"{""url"":""https://s3.amazonaws.com/pichost/construe/1012011/20798463/u0098080195058047044168192178198220198040110083158076185236220063105200231032053034009001009096089.png""}",,,4/27/17,2147221,,18:03:42,https://s3-us-west-2.amazonaws.com/labeled-data/TRI_ANN/batch_000001/2147221.png
1231308809,5/5/2017 12:23:36,2535989601,5/5/2017 11:12:31,false,imerit_india,1.0,20328370,IND,28,Kolkata,118.102.244.250,"{""url"":""https://s3.amazonaws.com/pichost/construe/1012011/20328370/u0164036007240088124103254026147205142044195044248165247018251052204247099130162066052015126094209.png""}",,,4/27/17,2154290,,18:03:42,https://s3-us-west-2.amazonaws.com/labeled-data/TRI_ANN/batch_000001/2154290.png
1231308810,5/5/2017 07:37:28,2535559295,5/5/2017 05:31:40,false,imerit_india,1.0,34018910,IND,28,Kolkata,118.102.244.250,"{""url"":""https://s3.amazonaws.com/pichost/construe/1012011/34018910/u0038128095177017184200036167111087117224066201250111120105028249151110235160100101200195039077032.png""}",,,4/27/17,2156772,,18:03:42,https://s3-us-west-2.amazonaws.com/labeled-data/TRI_ANN/batch_000001/2156772.png
1231308811,5/5/2017 08:22:59,2535627359,5/5/2017 07:08:31,false,imerit_india,1.0,40349773,IND,28,Kolkata,14.140.183.2,"{""url"":""https://s3.amazonaws.com/pichost/construe/1012011/40349773/u0064186205109053070172069016001043065066002068177077182009088078178053129160163222016117168235248.png""}",,,4/27/17,2163061,,18:03:42,https://s3-us-west-2.amazonaws.com/labeled-data/TRI_ANN/batch_000001/2163061.png
1231308812,5/5/2017 12:03:35,2535955505,5/5/2017 12:02:51,false,imerit_india,1.0,29562994,IND,28,Kolkata,14.140.183.2,"{""url"":""https://s3.amazonaws.com/pichost/construe/1012011/29562994/u0155224163082208245235237089216192126018097247027036020074181225245162172068157001178032239234166.png""}",,,4/27/17,2165771,,18:03:42,https://s3-us-west-2.amazonaws.com/labeled-data/TRI_ANN/batch_000001/2165771.png
1231308813,5/5/2017 10:32:30,2535819044,5/5/2017 09:21:58,false,imerit_india,1.0,20496323,IND,28,Kolkata,14.140.183.2,"{""url"":""https://s3.amazonaws.com/pichost/construe/1012011/20496323/u0033203048070093122171241141134177051218061211046144079141025183198018123012182142170003074030035.png""}",,,4/27/17,2175771,,18:03:42,https://s3-us-west-2.amazonaws.com/labeled-data/TRI_ANN/batch_000001/2175771.png
1231308814,5/10/2017 10:09:20,2544963493,5/10/2017 09:29:25,false,imerit_india,1.0,35633731,IND,28,Kolkata,14.140.183.2,"{""url"":""https://s3.amazonaws.com/pichost/construe/1012011/35633731/u0115226125064191086059144164134243219014053043207038060180101255235206179206038164176019242074116.png""}",,,4/27/17,2189747,,18:03:42,https://s3-us-west-2.amazonaws.com/labeled-data/TRI_ANN/batch_000001/2189747.png
1231308815,5/5/2017 10:42:33,2535834661,5/5/2017 09:17:36,false,imerit_india,1.0,35633607,IND,28,Kolkata,14.140.183.2,"{""url"":""https://s3.amazonaws.com/pichost/construe/1012011/35633607/u0019006115159060095233074248072093048131000163016040161222018013012247057033199035121071241102223.png""}",,,4/27/17,2193701,,18:03:42,https://s3-us-west-2.amazonaws.com/labeled-data/TRI_ANN/batch_000001/2193701.png
1231308816,5/5/2017 10:33:18,2535820457,5/5/2017 09:17:02,false,imerit_india,1.0,29562994,IND,28,Kolkata,14.140.183.2,"{""url"":""https://s3.amazonaws.com/pichost/construe/1012011/29562994/u0044131234052243122122068217141067024106036032027208061051248212097036062147012255222080229206073.png""}",,,4/27/17,2201469,,18:03:43,https://s3-us-west-2.amazonaws.com/labeled-data/TRI_ANN/batch_000001/2201469.png
1231308817,5/5/2017 13:08:50,2536066079,5/5/2017 11:46:15,false,imerit_india,1.0,20780216,IND,28,Kolkata,118.102.244.250,"{""url"":""https://s3.amazonaws.com/pichost/construe/1012011/20780216/u0154080132145125238059139193074050138216033217123167145038159254006020182123072195138057160066250.png""}",,,4/27/17,2207340,,18:03:43,https://s3-us-west-2.amazonaws.com/labeled-data/TRI_ANN/batch_000001/2207340.png
1231308818,5/5/2017 08:43:30,2535657921,5/5/2017 07:34:01,false,imerit_india,1.0,40349627,IND,28,Kolkata,118.102.244.250,"{""url"":""https://s3.amazonaws.com/pichost/construe/1012011/40349627/u0246243003047107173229170254065016100088085094011119109025134237086061202232149206215132053183113.png""}",,,4/27/17,2211790,,18:03:43,https://s3-us-west-2.amazonaws.com/labeled-data/TRI_ANN/batch_000001/2211790.png
1231308819,5/5/2017 15:21:35,2536295174,5/5/2017 14:39:03,false,imerit_india,1.0,20780216,IND,28,Kolkata,118.102.244.250,"{""url"":""https://s3.amazonaws.com/pichost/construe/1012011/20780216/u0225059244187075085141041164165076209132188017151039254146174128129148233030047016159127077191016.png""}",,,4/27/17,2212550,,18:03:43,https://s3-us-west-2.amazonaws.com/labeled-data/TRI_ANN/batch_000001/2212550.png
1231308820,5/5/2017 14:37:55,2536222464,5/5/2017 13:30:16,false,imerit_india,1.0,35633607,IND,28,Kolkata,118.102.244.250,"{""url"":""https://s3.amazonaws.com/pichost/construe/1012011/35633607/u0230170114070216250028179033113175011012015088130050037105169169055193200066247007048058168056224.png""}",,,4/27/17,2214283,,18:03:43,https://s3-us-west-2.amazonaws.com/labeled-data/TRI_ANN/batch_000001/2214283.png
1231308821,5/5/2017 14:14:00,2536186834,5/5/2017 13:08:55,false,imerit_india,1.0,20780216,IND,28,Kolkata,118.102.244.250,"{""url"":""https://s3.amazonaws.com/pichost/construe/1012011/20780216/u0183216212042041037140071034177251074035221011242132094173112137149040201209104120162012079125019.png""}",,,4/27/17,2215379,,18:03:43,https://s3-us-west-2.amazonaws.com/labeled-data/TRI_ANN/batch_000001/2215379.png
1231308822,5/5/2017 06:56:13,2535496137,5/5/2017 05:39:53,false,imerit_india,1.0,35633777,IND,28,Kolkata,118.102.244.250,"{""url"":""https://s3.amazonaws.com/pichost/construe/1012011/35633777/u0042065029158015244125155047068072219115246190243069140018112074198238000211045135023205095252232.png""}",,,4/27/17,2233399,,18:03:43,https://s3-us-west-2.amazonaws.com/labeled-data/TRI_ANN/batch_000001/2233399.png
1231308823,5/5/2017 08:23:15,2535627913,5/5/2017 05:36:53,false,imerit_india,1,39551581,IND,28,Kolkata,118.102.244.250,"{""url"":""https://s3.amazonaws.com/pichost/construe/1012011/39551581/u0171144043227053244121077140209129190227074154021072218198103031058118228101142070002111233121117.png""}",,,4/27/17,2236189,,18:03:43,https://s3-us-west-2.amazonaws.com/labeled-data/TRI_ANN/batch_000001/2236189.png
1231308824,5/5/2017 07:51:15,2535578155,5/5/2017 06:16:30,false,imerit_india,1.0,29866354,IND,28,Kolkata,118.102.244.250,"{""url"":""https://s3.amazonaws.com/pichost/construe/1012011/29866354/u0175186238163135193007170025198217013156240012036095043169074081133010189000021057084190252074082.png""}",,,4/27/17,2241546,,18:03:43,https://s3-us-west-2.amazonaws.com/labeled-data/TRI_ANN/batch_000001/2241546.png
1231308825,5/10/2017 08:23:21,2544857466,5/10/2017 05:49:12,false,imerit_india,1,40095234,IND,28,Kolkata,118.102.244.250,"{""url"":""https://s3.amazonaws.com/pichost/construe/1012011/40095234/u0081147078229111055194095017162076222163203229205135002157062204134145254248046181137040052033146.png""}",,,4/27/17,2261437,,18:03:43,https://s3-us-west-2.amazonaws.com/labeled-data/TRI_ANN/batch_000001/2261437.png
1231308826,5/5/2017 06:16:26,2535445001,5/5/2017 05:24:32,false,imerit_india,1.0,29866354,IND,28,Kolkata,118.102.244.250,"{""url"":""https://s3.amazonaws.com/pichost/construe/1012011/29866354/u0063001180252197153255070176039091203024159169207002035140122115101089174127184076019031084148116.png""}",We would like to know about those long grass on the right. We marked it as terrain. Is our annotation correct for this category?,,4/27/17,2263493,,18:03:43,https://s3-us-west-2.amazonaws.com/labeled-data/TRI_ANN/batch_000001/2263493.png
1231308827,5/5/2017 16:00:33,2536382744,5/5/2017 15:23:04,false,imerit_india,1.0,20780216,IND,28,Kolkata,118.102.244.250,"{""url"":""https://s3.amazonaws.com/pichost/construe/1012011/20780216/u0045110219059038017185125046028034182143107233184128192078015009003162101174211201154067002000044.png""}",,,4/27/17,2265345,,18:03:43,https://s3-us-west-2.amazonaws.com/labeled-data/TRI_ANN/batch_000001/2265345.png
1231308828,5/5/2017 08:33:16,2535644373,5/5/2017 07:37:14,false,imerit_india,1.0,32274173,IND,28,Kolkata,115.248.218.229,"{""url"":""https://s3.amazonaws.com/pichost/construe/1012011/32274173/u0094054006152116143205084072193146034250190034029101056099200052081019197022191053057087023211140.png""}",We are not sure about solid white line on the road shoulder. However I have annotated it. Kindly share feedback on this.,,4/27/17,2266475,,18:03:43,https://s3-us-west-2.amazonaws.com/labeled-data/TRI_ANN/batch_000001/2266475.png
1231308829,5/5/2017 11:43:01,2535925675,5/5/2017 10:35:02,false,imerit_india,1.0,38937119,IND,28,Kolkata,14.140.183.2,"{""url"":""https://s3.amazonaws.com/pichost/construe/1012011/38937119/u0125209254048151053149091196188118207066133008158205022141232177216153052101085205112082091254171.png""}",,,4/27/17,2272129,,18:03:43,https://s3-us-west-2.amazonaws.com/labeled-data/TRI_ANN/batch_000001/2272129.png
1231308830,5/5/2017 13:52:58,2536146865,5/5/2017 12:27:49,false,imerit_india,1.0,35918747,IND,28,Kolkata,115.248.218.229,"{""url"":""https://s3.amazonaws.com/pichost/construe/1012011/35918747/u0160247079176077135202214102127115116153097051171069102015010025044151051196117189050130019022196.png""}",,,4/27/17,2273346,,18:03:43,https://s3-us-west-2.amazonaws.com/labeled-data/TRI_ANN/batch_000001/2273346.png
1231308831,5/5/2017 14:16:34,2536191095,5/5/2017 13:44:54,false,imerit_india,1.0,20496323,IND,28,Kolkata,118.102.244.250,"{""url"":""https://s3.amazonaws.com/pichost/construe/1012011/20496323/u0086028091154076220018219025181121214090014245093018107136040052245192214231111192107221062087058.png""}",,,4/27/17,2274663,,18:03:43,https://s3-us-west-2.amazonaws.com/labeled-data/TRI_ANN/batch_000001/2274663.png
1231308832,5/5/2017 06:55:02,2535494992,5/5/2017 05:23:20,false,imerit_india,1.0,32274173,IND,28,Kolkata,115.248.218.229,"{""url"":""https://s3.amazonaws.com/pichost/construe/1012011/32274173/u0096041056126125071166166080009046124179047203174219222206037184143112088097200183030139129115014.png""}",,,4/27/17,2280827,,18:03:43,https://s3-us-west-2.amazonaws.com/labeled-data/TRI_ANN/batch_000001/2280827.png
1231308833,5/5/2017 15:19:12,2536290877,5/5/2017 14:43:45,false,imerit_india,1.0,29562340,IND,28,Kolkata,118.102.244.250,"{""url"":""https://s3.amazonaws.com/pichost/construe/1012011/29562340/u0008069030019088196083000216227105089255000237116176053127003085009129155189085020144228030160202.png""}",,,4/27/17,2286692,,18:03:43,https://s3-us-west-2.amazonaws.com/labeled-data/TRI_ANN/batch_000001/2286692.png
1231308834,5/10/2017 08:20:12,2544854701,5/10/2017 07:16:01,false,imerit_india,1.0,35622958,IND,28,Kolkata,115.248.218.229,"{""url"":""https://s3.amazonaws.com/pichost/construe/1012011/35622958/u0244016214162087142008197100067183213182054090193201095241245138250169171047061152027185116213164.png""}",,,4/27/17,2306848,,18:03:43,https://s3-us-west-2.amazonaws.com/labeled-data/TRI_ANN/batch_000001/2306848.png
1231308835,5/10/2017 10:38:53,2545007184,5/10/2017 09:31:20,false,imerit_india,1.0,35918747,IND,28,Kolkata,14.140.183.2,"{""url"":""https://s3.amazonaws.com/pichost/construe/1012011/35918747/u0029236228106155213199129209008219102174214254239214052178105109002191003114091087059091192115026.png""}",,,4/27/17,2311330,,18:03:43,https://s3-us-west-2.amazonaws.com/labeled-data/TRI_ANN/batch_000001/2311330.png
1231308836,5/5/2017 14:37:35,2536221978,5/5/2017 13:41:21,false,imerit_india,1,29446342,IND,28,Kolkata,115.248.218.229,"{""url"":""https://s3.amazonaws.com/pichost/construe/1012011/29446342/u0213073027147215036063144012006222230084088228063011106211178184196060149030096079120145084039149.png""}",,,4/27/17,2315000,,18:03:43,https://s3-us-west-2.amazonaws.com/labeled-data/TRI_ANN/batch_000001/2315000.png
1231308837,5/5/2017 08:28:34,2535637030,5/5/2017 06:59:54,false,imerit_india,1,35622958,IND,28,Kolkata,118.102.244.250,"{""url"":""https://s3.amazonaws.com/pichost/construe/1012011/35622958/u0124190056108073164109201014164121004075163212154214180124207241127136050211116157089033005010219.png""}",,,4/27/17,2326495,,18:03:43,https://s3-us-west-2.amazonaws.com/labeled-data/TRI_ANN/batch_000001/2326495.png
1231308838,5/5/2017 08:34:20,2535645808,5/5/2017 07:45:00,false,imerit_india,1.0,29602903,IND,28,Kolkata,118.102.244.250,"{""url"":""https://s3.amazonaws.com/pichost/construe/1012011/29602903/u0185247043063101001072146185199058114079120087189169012209131037067253168243023215044039065237131.png""}",,,4/27/17,2328044,,18:03:43,https://s3-us-west-2.amazonaws.com/labeled-data/TRI_ANN/batch_000001/2328044.png
1231308839,5/5/2017 11:07:13,2535870281,5/5/2017 10:21:56,false,imerit_india,1.0,35919056,IND,28,Kolkata,115.248.218.229,"{""url"":""https://s3.amazonaws.com/pichost/construe/1012011/35919056/u0002223066143177139233039138080191238087194142181252146030201162114247253134200133178076038015051.png""}",,,4/27/17,2328065,,18:03:43,https://s3-us-west-2.amazonaws.com/labeled-data/TRI_ANN/batch_000001/2328065.png
1231308840,5/5/2017 08:32:36,2535643238,5/5/2017 07:06:58,false,imerit_india,1.0,20798463,IND,28,Kolkata,118.102.244.250,"{""url"":""https://s3.amazonaws.com/pichost/construe/1012011/20798463/u0144075038164161128024240192147057116076184133121140240198125133103240255230181244184215081230102.png""}",,,4/27/17,2338062,,18:03:43,https://s3-us-west-2.amazonaws.com/labeled-data/TRI_ANN/batch_000001/2338062.png
1231308841,5/5/2017 14:15:25,2536189031,5/5/2017 13:14:42,false,imerit_india,1.0,20328370,IND,28,Kolkata,118.102.244.250,"{""url"":""https://s3.amazonaws.com/pichost/construe/1012011/20328370/u0138185216205211223150202123247248067103055254168132002163181017243101214021053187200029201234159.png""}",,,4/27/17,2339206,,18:03:43,https://s3-us-west-2.amazonaws.com/labeled-data/TRI_ANN/batch_000001/2339206.png
1231308842,5/5/2017 12:16:38,2535977489,5/5/2017 11:29:24,false,imerit_india,1.0,29562340,IND,28,Kolkata,118.102.244.250,"{""url"":""https://s3.amazonaws.com/pichost/construe/1012011/29562340/u0241143053113203141103016020141114068038175100239100211213081014095233222042177253138185013164210.png""}",,,4/27/17,2342063,,18:03:43,https://s3-us-west-2.amazonaws.com/labeled-data/TRI_ANN/batch_000001/2342063.png
1231308843,5/5/2017 14:43:41,2536232088,5/5/2017 14:09:10,false,imerit_india,1.0,29562340,IND,28,Kolkata,118.102.244.250,"{""url"":""https://s3.amazonaws.com/pichost/construe/1012011/29562340/u0010181009040165208184118148036175074182112236108235248080237017109062002250120165113115122153221.png""}",,,4/27/17,2343095,,18:03:43,https://s3-us-west-2.amazonaws.com/labeled-data/TRI_ANN/batch_000001/2343095.png
1231308844,5/10/2017 08:45:59,2544868711,5/10/2017 07:39:15,false,imerit_india,1,29446923,IND,28,Kolkata,115.248.218.229,"{""url"":""https://s3.amazonaws.com/pichost/construe/1012011/29446923/u0233003231218134038162059007184181134235158125154088221160201124130249062138175181059223158026041.png""}",,,4/27/17,2351710,,18:03:43,https://s3-us-west-2.amazonaws.com/labeled-data/TRI_ANN/batch_000001/2351710.png
1231308845,5/5/2017 15:12:46,2536279567,5/5/2017 14:02:16,false,imerit_india,1.0,35623039,IND,28,Kolkata,115.248.218.229,"{""url"":""https://s3.amazonaws.com/pichost/construe/1012011/35623039/u0249038211019021120002186014124144250212239103084041128037226012159218218094026144217208081038004.png""}",,,4/27/17,2352115,,18:03:43,https://s3-us-west-2.amazonaws.com/labeled-data/TRI_ANN/batch_000001/2352115.png
1231308846,5/5/2017 12:27:46,2535996842,5/5/2017 10:43:53,false,imerit_india,1.0,35918747,IND,28,Kolkata,115.248.218.229,"{""url"":""https://s3.amazonaws.com/pichost/construe/1012011/35918747/u0132030047184041007115202128017246199065079110205253122046152253208200202020242024217224066025163.png""}",,,4/27/17,2353582,,18:03:43,https://s3-us-west-2.amazonaws.com/labeled-data/TRI_ANN/batch_000001/2353582.png
1231308847,5/5/2017 07:06:55,2535507355,5/5/2017 05:40:19,false,imerit_india,1.0,20798463,IND,28,Kolkata,118.102.244.250,"{""url"":""https://s3.amazonaws.com/pichost/construe/1012011/20798463/u0199082025093233004168014239043099152189207020238132083131091177154128133171116026175093218208021.png""}",,,4/27/17,2353773,,18:03:43,https://s3-us-west-2.amazonaws.com/labeled-data/TRI_ANN/batch_000001/2353773.png
1231308848,5/5/2017 15:39:50,2536338042,5/5/2017 14:21:06,false,imerit_india,1.0,20328370,IND,28,Kolkata,118.102.244.250,"{""url"":""https://s3.amazonaws.com/pichost/construe/1012011/20328370/u0043217199136245156111161026216100162132085000000101016085009035000012152000062224239031065200094.png""}",,,4/27/17,2358662,,18:03:43,https://s3-us-west-2.amazonaws.com/labeled-data/TRI_ANN/batch_000001/2358662.png
1231308849,5/5/2017 06:30:09,2535463315,5/5/2017 05:26:13,false,imerit_india,1.0,29602903,IND,28,Kolkata,118.102.244.250,"{""url"":""https://s3.amazonaws.com/pichost/construe/1012011/29602903/u0094163195077197129014130249102005010232255241122122186095115089129207252026205067212207143175157.png""}",In this image Ieft side long grasses and we capture as terrain.  Kindly share your feedback,,4/27/17,2360095,,18:03:43,https://s3-us-west-2.amazonaws.com/labeled-data/TRI_ANN/batch_000001/2360095.png
1231308850,5/5/2017 15:51:57,2536369171,5/5/2017 14:38:04,false,imerit_india,1.0,35633607,IND,28,Kolkata,118.102.244.250,"{""url"":""https://s3.amazonaws.com/pichost/construe/1012011/35633607/u0004252066180091044224082231200016162247174051211176109043080140100041076250132082054035087202152.png""}",,,4/27/17,2362631,,18:03:43,https://s3-us-west-2.amazonaws.com/labeled-data/TRI_ANN/batch_000001/2362631.png
